,symbol,name,description,country,year,period,documentUrl,income,expenses,postedName,date,clientId,registrantId,senateId,houseRegistrantId,ticker
26,ENS,"ENERSYS DELAWARE, INC.",Manufacturer and supplier of industrial batteries.,US,2022.0,Q1,https://lda.senate.gov/filings/public/filing/f241715c-e39f-4b4b-ab2f-c0a4a12925ab/print/,20000.0,,,,210919,73271,73271-210919,35943,ENS
27,ENS,"ENERSYS DELAWARE, INC.",Manufacturer and supplier of industrial batteries.,US,2022.0,Q2,https://lda.senate.gov/filings/public/filing/668b6925-61bb-4465-a81a-2a081bb4718b/print/,10000.0,,,,210919,73271,73271-210919,35943,ENS
0,ATRA,"ATARA BIOTHERAPEUTICS, INC.",Biotechnology company,US,2021.0,Q1,https://lda.senate.gov/filings/public/filing/ff6adb77-6775-47a6-b2f1-30611823aca3/print/,40000.0,,,,208599,21632,21632-208599,30750,ATRA
1,ATRA,"ATARA BIOTHERAPEUTICS, INC.",Biotechnology company,US,2021.0,Q2,https://lda.senate.gov/filings/public/filing/aeabaa39-ed5a-4565-967a-c516c1ef86d9/print/,60000.0,,,,208599,21632,21632-208599,30750,ATRA
2,ATRA,"ATARA BIOTHERAPEUTICS, INC.",Biotechnology company,US,2021.0,Q3,https://lda.senate.gov/filings/public/filing/7bc97240-f36f-4037-b16d-d7958c17cf23/print/,60000.0,,,,208599,21632,21632-208599,30750,ATRA
3,ATRA,"ATARA BIOTHERAPEUTICS, INC.",Biotechnology company,US,2021.0,Q4,https://lda.senate.gov/filings/public/filing/640a180e-d1a7-485c-91b1-c9291139f5d5/print/,60000.0,,,,208599,21632,21632-208599,30750,ATRA
4,ATRA,"ATARA BIOTHERAPEUTICS, INC.",Biotechnology company,US,2022.0,Q1,https://lda.senate.gov/filings/public/filing/5fba2241-0404-4522-b49c-21d2c7ae5ecf/print/,60000.0,,,,208599,21632,21632-208599,30750,ATRA
5,ATRA,"ATARA BIOTHERAPEUTICS, INC.",Biotechnology company,US,2022.0,Q2,https://lda.senate.gov/filings/public/filing/db76e9bd-4dca-4fa4-b97b-22dd631c0e49/print/,60000.0,,,,208599,21632,21632-208599,30750,ATRA
6,ATRA,"ATARA BIOTHERAPEUTICS, INC.",Biotechnology company,US,2022.0,Q3,https://lda.senate.gov/filings/public/filing/f0c7f8a6-899d-43c9-b292-b53c1e23a02d/print/,60000.0,,,,208599,21632,21632-208599,30750,ATRA
7,ATRA,"ATARA BIOTHERAPEUTICS, INC.",Biotechnology company,US,2022.0,Q4,https://lda.senate.gov/filings/public/filing/334cecd4-8a7a-4b37-b414-cd1609abbafe/print/,60000.0,,,,208599,21632,21632-208599,30750,ATRA
8,ATRA,"ATARA BIOTHERAPEUTICS, INC.",Biotechnology company,US,2023.0,Q1,https://lda.senate.gov/filings/public/filing/cbccb2b6-dc6b-4d41-a6cc-dec3b3e3f868/print/,60000.0,,,,208599,21632,21632-208599,30750,ATRA
9,ATRA,"ATARA BIOTHERAPEUTICS, INC.",Biotechnology company,US,2023.0,Q2,https://lda.senate.gov/filings/public/filing/d9017025-9af1-4c7b-ab77-8a906b3b95a2/print/,60000.0,,,,208599,21632,21632-208599,30750,ATRA
10,ATRA,"ATARA BIOTHERAPEUTICS, INC.",Biotechnology company,US,2023.0,Q3,https://lda.senate.gov/filings/public/filing/eaff8a79-5070-4ce5-9a00-9fefe9505546/print/,60000.0,,,,208599,21632,21632-208599,30750,ATRA
11,ATRA,"ATARA BIOTHERAPEUTICS, INC.",Biotechnology company,US,2023.0,Q4,https://lda.senate.gov/filings/public/filing/54e1f7d2-bdb3-4b11-9f98-9a6255039837/print/,60000.0,,,,208599,21632,21632-208599,30750,ATRA
0,CNDT,"CONDUENT BUSINESS SERVICES, LLC",Government Services Contractor.,US,2023.0,Q4,https://lda.senate.gov/filings/public/filing/b7a607fd-d6c1-457a-b06a-2e63d0a826d1/print/,50000.0,,,,57885,400976792,400976792-57885,400976792,CNDT
1,CNDT,CONDUENT BUSINESS SERVICES,,US,2018.0,Q4,https://lda.senate.gov/filings/public/filing/ea8a2bd2-21fe-445f-9400-c2c6dda3d565/print/,30000.0,,,,106369,5357,5357-106369,31564,CNDT
2,CNDT,CONDUENT BUSINESS SERVICES,,US,2019.0,Q1,https://lda.senate.gov/filings/public/filing/d5237ccc-6ba0-42c4-a71b-020fbb3e442c/print/,10000.0,,,,106369,5357,5357-106369,31564,CNDT
3,CNDT,"CONDUENT, INC.",Business and governmental mission-critical service and solution provider,US,2021.0,Q3,https://lda.senate.gov/filings/public/filing/df767e04-3355-42e7-b69d-3b023151e554/print/,9750.0,,,,211668,73134,73134-211668,31971,CNDT
4,CNDT,"CONDUENT, INC.",Business and governmental mission-critical service and solution provider,US,2021.0,Q4,https://lda.senate.gov/filings/public/filing/ded961e8-2f92-41d0-bada-66d14ad86969/print/,9750.0,,,,211668,73134,73134-211668,31971,CNDT
0,MAXN,MAXEON SOLAR TECHNOLOGIES LTD.,Design & manufacture of solar energy equipment,SG,2023.0,Q3,https://lda.senate.gov/filings/public/filing/0c8ebfa0-bf59-465f-958c-cb72426100a5/print/,80000.0,,,,56825,308775,308775-56825,38429,MAXN
1,MAXN,MAXEON SOLAR TECHNOLOGIES LTD.,design & manufacture of solar energy equipment,SG,2021.0,Q1,https://lda.senate.gov/filings/public/filing/f13aa87a-b57b-43e7-94a6-3426cbaf4831/print/,10000.0,,,,207877,294952,294952-207877,37451,MAXN
2,MAXN,MAXEON SOLAR TECHNOLOGIES LTD.,design & manufacture of solar energy equipment,SG,2021.0,Q2,https://lda.senate.gov/filings/public/filing/39181725-f835-4cd8-b5b1-773e9cbead25/print/,10000.0,,,,207877,294952,294952-207877,37451,MAXN
3,MAXN,MAXEON SOLAR TECHNOLOGIES LTD.,design & manufacture of solar energy equipment,SG,2021.0,Q3,https://lda.senate.gov/filings/public/filing/bd41f761-cf72-4f37-b91a-5ce111ea4ae7/print/,10000.0,,,,207877,294952,294952-207877,37451,MAXN
4,MAXN,MAXEON SOLAR TECHNOLOGIES LTD.,design & manufacture of solar energy equipment,SG,2021.0,Q4,https://lda.senate.gov/filings/public/filing/3fef5eb9-7a16-41ae-9f6e-2174a6c54803/print/,10000.0,,,,207877,294952,294952-207877,37451,MAXN
5,MAXN,MAXEON SOLAR TECHNOLOGIES LTD.,design & manufacture of solar energy equipment,SG,2022.0,Q1,https://lda.senate.gov/filings/public/filing/ed70b07e-fcb9-4ae5-899d-0c32ba9601e0/print/,10000.0,,,,207877,294952,294952-207877,37451,MAXN
6,MAXN,MAXEON SOLAR TECHNOLOGIES LTD.,design & manufacture of solar energy equipment,SG,2022.0,Q2,https://lda.senate.gov/filings/public/filing/d06a87d9-74a4-43ef-878e-ba74afb66d74/print/,10000.0,,,,207877,294952,294952-207877,37451,MAXN
7,MAXN,MAXEON SOLAR TECHNOLOGIES LTD.,design & manufacture of solar energy equipment,SG,2022.0,Q3,https://lda.senate.gov/filings/public/filing/10d33090-1cc1-4ae4-9a81-e2b2db500034/print/,10000.0,,,,207877,294952,294952-207877,37451,MAXN
8,MAXN,MAXEON SOLAR TECHNOLOGIES LTD.,design & manufacture of solar energy equipment,SG,2022.0,Q4,https://lda.senate.gov/filings/public/filing/d4f16c2f-7633-4744-aab5-2c0732b34c40/print/,10000.0,,,,207877,294952,294952-207877,37451,MAXN
9,MAXN,MAXEON SOLAR TECHNOLOGIES LTD.,design & manufacture of solar energy equipment,SG,2023.0,Q1,https://lda.senate.gov/filings/public/filing/ff828438-e228-47cd-9572-96e109942a0b/print/,10000.0,,,,207877,294952,294952-207877,37451,MAXN
10,MAXN,MAXEON SOLAR TECHNOLOGIES LTD.,design & manufacture of solar energy equipment,SG,2023.0,Q2,https://lda.senate.gov/filings/public/filing/e49d6c82-c336-4a1b-8096-100c858d9829/print/,10000.0,,,,207877,294952,294952-207877,37451,MAXN
11,MAXN,MAXEON SOLAR TECHNOLOGIES LTD.,design & manufacture of solar energy equipment,SG,2023.0,Q3,https://lda.senate.gov/filings/public/filing/3995f0b0-79b6-40b8-8604-7a8790160bf6/print/,10000.0,,,,207877,294952,294952-207877,37451,MAXN
0,MCS,THE MARCUS CORPORATION,Lodging and entertainment business,US,2020.0,Q3,https://lda.senate.gov/filings/public/filing/5f200418-b273-4616-9cb9-e508b9c9f808/print/,10000.0,,,,206533,57475,57475-206533,35185,MCS
1,MCS,THE MARCUS CORPORATION,Lodging and entertainment business,US,2020.0,Q4,https://lda.senate.gov/filings/public/filing/355b39f7-8e39-4c38-b338-e5c95f4851c4/print/,10000.0,,,,206533,57475,57475-206533,35185,MCS
2,MCS,THE MARCUS CORPORATION,Lodging and entertainment business,US,2021.0,Q1,https://lda.senate.gov/filings/public/filing/8f911c37-d2ed-4f58-935b-9f0174f5de1a/print/,20000.0,,,,206533,57475,57475-206533,35185,MCS
3,MCS,THE MARCUS CORPORATION,Lodging and entertainment business,US,2021.0,Q2,https://lda.senate.gov/filings/public/filing/61713c0f-2f5f-4100-a1f8-a0f60e172210/print/,30000.0,,,,206533,57475,57475-206533,35185,MCS
4,MCS,THE MARCUS CORPORATION,Lodging and entertainment business,US,2021.0,Q3,https://lda.senate.gov/filings/public/filing/62195643-a8ec-4aa1-8730-01de7e85d6e8/print/,30000.0,,,,206533,57475,57475-206533,35185,MCS
0,HII,HUNTINGTON INGALLS INCORPORATED,Shipbuilding Company,US,2018.0,Q4,https://lda.senate.gov/filings/public/filing/3e808ef9-7f62-4c3a-8b15-ccd42721839e/print/,50000.0,,,,156542,49635,49635-156542,34606,HII
1,HII,HUNTINGTON INGALLS INCORPORATED,Shipbuilding Company,US,2019.0,Q1,https://lda.senate.gov/filings/public/filing/32c7d757-d75f-4550-9d5d-212623a580ad/print/,50000.0,,,,156542,49635,49635-156542,34606,HII
2,HII,HUNTINGTON INGALLS INCORPORATED,Shipbuilding Company,US,2019.0,Q2,https://lda.senate.gov/filings/public/filing/e8e40a2a-5e47-416b-9885-37a01cd287a3/print/,50000.0,,,,156542,49635,49635-156542,34606,HII
3,HII,HUNTINGTON INGALLS INCORPORATED,Shipbuilding Company,US,2019.0,Q3,https://lda.senate.gov/filings/public/filing/79cb56f3-b069-4964-af10-54a91a0b5819/print/,50000.0,,,,156542,49635,49635-156542,34606,HII
4,HII,HUNTINGTON INGALLS INCORPORATED,Shipbuilding Company,US,2019.0,Q4,https://lda.senate.gov/filings/public/filing/a723292d-3fb9-4958-a4d4-b319caa9e3ac/print/,50000.0,,,,156542,49635,49635-156542,34606,HII
5,HII,HUNTINGTON INGALLS INCORPORATED,Shipbuilding Company,US,2020.0,Q1,https://lda.senate.gov/filings/public/filing/89c42942-6eaa-4975-af84-5c25d6cb6732/print/,50000.0,,,,156542,49635,49635-156542,34606,HII
6,HII,HUNTINGTON INGALLS INCORPORATED,Shipbuilding Company,US,2020.0,Q2,https://lda.senate.gov/filings/public/filing/97bdcb96-d8d0-42bd-b1b4-8c9ea999813a/print/,50000.0,,,,156542,49635,49635-156542,34606,HII
7,HII,HUNTINGTON INGALLS INCORPORATED,Shipbuilding Company,US,2020.0,Q3,https://lda.senate.gov/filings/public/filing/1d895cbc-1010-4057-8121-cdf09df6587e/print/,50000.0,,,,156542,49635,49635-156542,34606,HII
8,HII,HUNTINGTON INGALLS INCORPORATED,Shipbuilding Company,US,2020.0,Q4,https://lda.senate.gov/filings/public/filing/cb3482fd-71ce-44fa-9b85-29abf50e351f/print/,50000.0,,,,156542,49635,49635-156542,34606,HII
9,HII,HUNTINGTON INGALLS INCORPORATED,Shipbuilding Company,US,2021.0,Q1,https://lda.senate.gov/filings/public/filing/44bac587-dde6-47e5-aab3-c314c95f01de/print/,50000.0,,,,156542,49635,49635-156542,34606,HII
10,HII,HUNTINGTON INGALLS INCORPORATED,Shipbuilding Company,US,2021.0,Q2,https://lda.senate.gov/filings/public/filing/1a4de6df-468b-4ec5-bdb9-4c85851f6d87/print/,50000.0,,,,156542,49635,49635-156542,34606,HII
11,HII,HUNTINGTON INGALLS INCORPORATED,Shipbuilding Company,US,2021.0,Q3,https://lda.senate.gov/filings/public/filing/eea03093-beca-4d91-9db0-4e4d57931535/print/,50000.0,,,,156542,49635,49635-156542,34606,HII
12,HII,HUNTINGTON INGALLS INCORPORATED,Shipbuilding Company,US,2021.0,Q4,https://lda.senate.gov/filings/public/filing/20b8e6a2-b246-4ffc-954b-fde7b29b3c06/print/,50000.0,,,,156542,49635,49635-156542,34606,HII
13,HII,HUNTINGTON INGALLS INCORPORATED,Shipbuilding Company,US,2022.0,Q1,https://lda.senate.gov/filings/public/filing/2229516e-7aa6-485c-a4f9-ffed0a4b3d7d/print/,50000.0,,,,156542,49635,49635-156542,34606,HII
14,HII,HUNTINGTON INGALLS INCORPORATED,Shipbuilding Company,US,2022.0,Q2,https://lda.senate.gov/filings/public/filing/4a940aba-bac7-4dbe-8973-13be89d4996d/print/,50000.0,,,,156542,49635,49635-156542,34606,HII
15,HII,HUNTINGTON INGALLS INCORPORATED,Shipbuilding Company,US,2022.0,Q3,https://lda.senate.gov/filings/public/filing/ac891aa5-18f4-44ed-96bb-678aa9e294a8/print/,50000.0,,,,156542,49635,49635-156542,34606,HII
16,HII,HUNTINGTON INGALLS INCORPORATED,Shipbuilding Company,US,2022.0,Q4,https://lda.senate.gov/filings/public/filing/8f8ff4e0-e1b4-42ac-b322-1449b27b06b7/print/,50000.0,,,,156542,49635,49635-156542,34606,HII
17,HII,HUNTINGTON INGALLS INCORPORATED,Shipbuilding Company,US,2023.0,Q1,https://lda.senate.gov/filings/public/filing/dcb9b34b-b363-4e67-bfbb-f03b2b5214e0/print/,50000.0,,,,156542,49635,49635-156542,34606,HII
18,HII,HUNTINGTON INGALLS INCORPORATED,Shipbuilding Company,US,2023.0,Q2,https://lda.senate.gov/filings/public/filing/06d7ea5b-57ab-4b4c-9b3c-6a5ef5174b5d/print/,50000.0,,,,156542,49635,49635-156542,34606,HII
19,HII,HUNTINGTON INGALLS INCORPORATED,Shipbuilding Company,US,2023.0,Q3,https://lda.senate.gov/filings/public/filing/643e395b-b5fd-4db6-b175-3ebfa317588b/print/,50000.0,,,,156542,49635,49635-156542,34606,HII
20,HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",Designs/builds/maintans ships for the military/Coast Guard. Commercial nuclear mfg.,US,2018.0,Q4,https://lda.senate.gov/filings/public/filing/c84f7a8c-7ac1-47d8-a381-19cc352efb10/print/,50000.0,,,,164114,68376,68376-164114,35732,HII
21,HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",Designs/builds/maintans ships for the military/Coast Guard. Commercial nuclear mfg.,US,2019.0,Q1,https://lda.senate.gov/filings/public/filing/29a1152f-fbd4-485a-8ac4-5f34030c9f5b/print/,50000.0,,,,164114,68376,68376-164114,35732,HII
22,HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",Designs/builds/maintans ships for the military/Coast Guard. Commercial nuclear mfg.,US,2019.0,Q2,https://lda.senate.gov/filings/public/filing/69fa245e-1d4f-46e7-acfa-bcb01a1bbc0e/print/,50000.0,,,,164114,68376,68376-164114,35732,HII
23,HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",Designs/builds/maintans ships for the military/Coast Guard. Commercial nuclear mfg.,US,2019.0,Q3,https://lda.senate.gov/filings/public/filing/9c562b71-1fa9-4764-a46e-d5d104404490/print/,50000.0,,,,164114,68376,68376-164114,35732,HII
24,HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",Designs/builds/maintans ships for the military/Coast Guard. Commercial nuclear mfg.,US,2019.0,Q4,https://lda.senate.gov/filings/public/filing/49ef4e00-db52-4a8c-8563-6c0b351e38b3/print/,50000.0,,,,164114,68376,68376-164114,35732,HII
25,HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",Designs/builds/maintans ships for the military/Coast Guard. Commercial nuclear mfg.,US,2020.0,Q1,https://lda.senate.gov/filings/public/filing/9ff3e8bf-a037-4b92-87ec-bb26245b46f6/print/,50000.0,,,,164114,68376,68376-164114,35732,HII
26,HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",Designs/builds/maintans ships for the military/Coast Guard. Commercial nuclear mfg.,US,2020.0,Q2,https://lda.senate.gov/filings/public/filing/64c2bf99-68f9-4692-b748-41670f21835c/print/,50000.0,,,,164114,68376,68376-164114,35732,HII
27,HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",Designs/builds/maintans ships for the military/Coast Guard. Commercial nuclear mfg.,US,2020.0,Q3,https://lda.senate.gov/filings/public/filing/89fc8e1d-bb94-4a78-862a-14541d51d295/print/,50000.0,,,,164114,68376,68376-164114,35732,HII
28,HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",Designs/builds/maintans ships for the military/Coast Guard. Commercial nuclear mfg.,US,2020.0,Q4,https://lda.senate.gov/filings/public/filing/ec0e0e65-6ac9-4f82-8dbd-942debac9c7e/print/,50000.0,,,,164114,68376,68376-164114,35732,HII
29,HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",Designs/builds/maintans ships for the military/Coast Guard. Commercial nuclear mfg.,US,2021.0,Q1,https://lda.senate.gov/filings/public/filing/63e815ed-5bcf-43f2-88f6-96245d1e0dc4/print/,50000.0,,,,164114,68376,68376-164114,35732,HII
30,HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",Designs/builds/maintans ships for the military/Coast Guard. Commercial nuclear mfg.,US,2021.0,Q2,https://lda.senate.gov/filings/public/filing/97b34a16-51f6-4975-baf9-a6bbb160b8e8/print/,50000.0,,,,164114,68376,68376-164114,35732,HII
31,HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",Designs/builds/maintans ships for the military/Coast Guard. Commercial nuclear mfg.,US,2021.0,Q3,https://lda.senate.gov/filings/public/filing/3d68694a-ec71-477f-9f72-018240d40c6c/print/,50000.0,,,,164114,68376,68376-164114,35732,HII
32,HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",Designs/builds/maintans ships for the military/Coast Guard. Commercial nuclear mfg.,US,2021.0,Q4,https://lda.senate.gov/filings/public/filing/e07c8970-1ffa-4b7c-8ddd-984394308e54/print/,50000.0,,,,164114,68376,68376-164114,35732,HII
33,HII,"HUNTINGTON INGALLS INDUSTRIES, INC","Shipbuilding, primarily for the United States Navy and Coast Guard",US,2018.0,Q4,https://lda.senate.gov/filings/public/filing/2fafb444-1378-4337-983d-6b0496334b00/print/,20000.0,,,,164334,69550,69550-164334,35784,HII
34,HII,"HUNTINGTON INGALLS INDUSTRIES, INC","Shipbuilding, primarily for the United States Navy and Coast Guard",US,2019.0,Q1,https://lda.senate.gov/filings/public/filing/adbf6908-787b-4083-b4e8-615415de3328/print/,20000.0,,,,164334,69550,69550-164334,35784,HII
35,HII,"HUNTINGTON INGALLS INDUSTRIES, INC","Shipbuilding, primarily for the United States Navy and Coast Guard",US,2019.0,Q2,https://lda.senate.gov/filings/public/filing/8ec1863b-849e-4da1-9b10-25ee5f9872b5/print/,20000.0,,,,164334,69550,69550-164334,35784,HII
36,HII,"HUNTINGTON INGALLS INDUSTRIES, INC","Shipbuilding, primarily for the United States Navy and Coast Guard",US,2019.0,Q3,https://lda.senate.gov/filings/public/filing/6bdbb5e5-5fca-49ad-916c-4f5f1adc8ddf/print/,20000.0,,,,164334,69550,69550-164334,35784,HII
